vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
2.285285,0.021560,-2.114082,-0.107534,0.387498,-0.002070,-0.002691,-0.086741,1.926199,2.373303,7.649138
2.290679,0.022117,-2.117430,-0.101909,0.386882,-0.002286,-0.003656,-0.119605,1.937702,2.339675,7.683827
2.296060,0.022893,-2.114752,-0.095746,0.386245,-0.002724,-0.004819,-0.158536,1.948529,2.307337,7.718457
2.301219,0.023583,-2.109130,-0.091368,0.386092,-0.002853,-0.005643,-0.186956,1.956851,2.272053,7.752904
2.306393,0.024138,-2.103032,-0.085752,0.385495,-0.003237,-0.006958,-0.231469,1.965156,2.237215,7.787667
2.311355,0.024407,-2.103120,-0.080633,0.384706,-0.003431,-0.008024,-0.268408,1.975703,2.203161,7.823457
2.316249,0.024828,-2.102348,-0.077203,0.383757,-0.003641,-0.008778,-0.293524,1.981735,2.167862,7.859599
2.320899,0.025241,-2.102216,-0.076177,0.382675,-0.003748,-0.009093,-0.304414,1.987671,2.134565,7.895166
2.325302,0.025562,-2.105447,-0.078225,0.381606,-0.003225,-0.008458,-0.284120,1.998328,2.099357,7.929787
2.329898,0.026156,-2.104206,-0.081745,0.380216,-0.002169,-0.003497,-0.166924,2.006125,2.064847,7.964539
2.335116,0.030799,-2.013170,-0.086360,0.378302,-0.000278,0.000916,0.033789,2.012839,2.030231,8.000411
2.341528,0.034615,-1.784788,-0.096678,0.376414,0.000150,0.001103,0.059790,2.022139,1.995016,8.035957
2.347365,0.029547,-1.683088,-0.109480,0.373754,0.000466,0.002319,0.079618,2.028258,1.959944,8.071210
2.352469,0.023712,-1.692583,-0.122350,0.371275,0.001776,0.004659,0.157925,2.032588,1.923474,8.106948
2.357761,0.021266,-1.710146,-0.135660,0.367776,0.003313,0.006891,0.232086,2.037621,1.886388,8.143352
2.363155,0.020654,-1.727367,-0.148579,0.364117,0.004617,0.008828,0.296751,2.041581,1.850901,8.180368
2.368305,0.020923,-1.740484,-0.164726,0.360977,0.006423,0.010821,0.360995,2.044691,1.815002,8.216921
2.373420,0.021409,-1.753904,-0.178983,0.357781,0.004725,0.005382,0.255669,2.047248,1.779175,8.252761
2.375112,0.015088,-1.921752,-0.193356,0.355705,0.001037,0.001428,0.047093,2.048223,1.743639,8.288519
2.371811,0.010067,-2.307822,-0.201147,0.354928,0.001830,0.002288,0.075897,2.047318,1.708006,8.323384
2.368691,0.015889,-2.580560,-0.206384,0.356096,0.001378,0.001545,0.064964,2.042307,1.672930,8.358115
