t,eC,eL,pos_x,pos_y,ref_x,ref_y
5484.545078,-0.152317,0.085493,2.162620,1.619865,2.002511,1.550048
5484.565186,-0.143055,0.084770,2.145449,1.594283,2.000179,1.513367
5484.585276,-0.125068,0.086785,2.127619,1.565850,1.999721,1.483293
5484.605615,-0.104998,0.090845,2.110599,1.537997,1.998113,1.456607
5484.626217,-0.082460,0.093366,2.089854,1.507014,1.994604,1.426738
5484.645128,-0.061422,0.094819,2.068920,1.477288,1.989304,1.397134
5484.665016,-0.045752,0.102955,2.053249,1.451412,1.981341,1.364682
5484.685998,-0.028318,0.101581,2.032407,1.422659,1.972335,1.335988
5484.705962,-0.012922,0.102459,2.012221,1.394090,1.960325,1.304805
5484.726023,0.001138,0.106602,1.992443,1.366859,1.944742,1.271517
5484.746123,0.011969,0.106891,1.973318,1.340093,1.928488,1.242322
5484.765019,0.023690,0.109045,1.951961,1.314277,1.908401,1.211541
5484.785994,0.035385,0.110134,1.928758,1.289848,1.886107,1.182319
5484.805314,0.045971,0.110503,1.904758,1.266495,1.861727,1.154814
5484.826375,0.055216,0.110131,1.880033,1.243999,1.835392,1.129174
5484.844787,0.063469,0.108092,1.853520,1.222032,1.807245,1.105538
5484.866000,0.070578,0.109343,1.827252,1.201227,1.774651,1.082188
5484.885239,0.075455,0.108399,1.801222,1.181796,1.743216,1.063141
5484.905411,0.082585,0.111373,1.774506,1.166405,1.707431,1.045058
5484.925918,0.084096,0.106774,1.744421,1.146962,1.673450,1.031049
5484.945071,0.085773,0.102664,1.713413,1.130434,1.638532,1.019574
5484.965310,0.086531,0.099721,1.680080,1.114679,1.599593,1.010019
5484.985423,0.085598,0.097362,1.646397,1.100279,1.560013,1.003615
5485.005497,0.082429,0.098431,1.615094,1.086711,1.520047,1.000402
5485.025451,0.074052,0.097070,1.580404,1.074052,1.483333,1.000000
5485.045489,0.063417,0.099587,1.546254,1.063417,1.446667,1.000000
5485.065294,0.059219,0.106002,1.516002,1.059219,1.410000,1.000000
5485.085340,0.043509,0.101805,1.475139,1.043509,1.373333,1.000000
5485.104734,0.035547,0.101816,1.438483,1.035547,1.336667,1.000000
5485.123997,0.026816,0.099779,1.399779,1.026816,1.300000,1.000000
5485.143767,0.020046,0.107648,1.367648,1.020046,1.260000,1.000000
5485.164338,0.014313,0.107432,1.330765,1.014313,1.223333,1.000000
5485.187865,0.010410,0.108086,1.294753,1.010410,1.186667,1.000000
5485.207519,0.011845,0.112296,1.262296,1.011845,1.150000,1.000000
5485.227956,0.009512,0.109239,1.225906,1.009512,1.116667,1.000000
5485.243804,0.010476,0.105231,1.188564,1.010476,1.083333,1.000000
5485.263792,0.012222,0.105449,1.152116,1.012222,1.046667,1.000000
5485.283800,0.016271,0.108796,1.118796,1.016271,1.010000,1.000000
5485.303802,0.027257,0.104982,1.079565,1.022322,0.973276,1.000715
5485.323820,0.040022,0.106361,1.044103,1.029949,0.933357,1.004461
5485.348162,0.055926,0.110648,1.013863,1.042559,0.893866,1.011394
5485.368495,0.065767,0.111937,0.981253,1.051963,0.855058,1.021469
5485.390502,0.073336,0.107816,0.944346,1.063458,0.817181,1.034621
5485.408894,0.084602,0.107372,0.914095,1.079637,0.780481,1.050766
5485.428912,0.096030,0.107517,0.883951,1.098397,0.742322,1.071512
5485.448884,0.109494,0.110614,0.859955,1.119057,0.706107,1.095492
5485.464433,0.119284,0.105206,0.832146,1.142456,0.674641,1.120340
5485.485421,0.126768,0.107892,0.806718,1.162977,0.640588,1.152404
5485.505220,0.128804,0.103481,0.776999,1.185730,0.611778,1.184907
5485.524738,0.136608,0.102392,0.754497,1.213180,0.584033,1.222562
5485.545644,0.140195,0.101998,0.731740,1.239424,0.559929,1.262645
5485.565313,0.141944,0.099518,0.710760,1.266659,0.540990,1.301733
5485.584408,0.143115,0.099495,0.691328,1.295091,0.524472,1.345492
5485.605161,0.143252,0.098874,0.674702,1.323289,0.512857,1.387344
5485.624610,0.146172,0.093716,0.663723,1.355451,0.505396,1.426738
5485.645922,0.143389,0.091409,0.649530,1.387316,0.500904,1.469939
5485.665876,0.137439,0.087927,0.637439,1.422073,0.500000,1.510000
5485.684940,0.120489,0.091928,0.620489,1.454739,0.500000,1.546667
5485.705871,0.107803,0.094528,0.607803,1.488805,0.500000,1.583333
5485.725540,0.098570,0.094916,0.598570,1.525084,0.500000,1.620000
5485.747858,0.084426,0.097909,0.584426,1.558758,0.500000,1.656667
5485.767684,0.077730,0.099059,0.577730,1.594274,0.500000,1.693333
5485.787806,0.070144,0.099015,0.570144,1.627651,0.500000,1.726667
5485.807916,0.060101,0.101852,0.560101,1.661481,0.500000,1.763333
5485.827782,0.041217,0.103435,0.541217,1.696565,0.500000,1.800000
5485.847296,0.035049,0.099122,0.535049,1.734212,0.500000,1.833333
5485.868201,0.020599,0.105517,0.520599,1.767816,0.500000,1.873333
5485.883694,0.011893,0.101865,0.511893,1.804802,0.500000,1.906667
5485.903880,0.000822,0.103776,0.500822,1.839558,0.500000,1.943333
5485.923839,-0.006992,0.104985,0.493008,1.875015,0.500000,1.980000
5485.944297,-0.017228,0.106299,0.482772,1.910367,0.500000,2.016667
5485.964154,-0.022378,0.106723,0.477622,1.946610,0.500000,2.053333
5485.983831,-0.029183,0.107861,0.470817,1.982139,0.500000,2.090000
5486.004743,-0.036034,0.108902,0.463966,2.017765,0.500000,2.126667
5486.024118,-0.043088,0.109598,0.456912,2.053735,0.500000,2.163333
5486.044116,-0.045641,0.109269,0.454359,2.090731,0.500000,2.200000
5486.064350,-0.049334,0.107985,0.450666,2.128682,0.500000,2.236667
5486.085745,-0.051091,0.108434,0.448909,2.164900,0.500000,2.273333
5486.108839,-0.050083,0.108593,0.449917,2.201407,0.500000,2.310000
5486.128876,-0.051219,0.109785,0.448781,2.236882,0.500000,2.346667
5486.147786,-0.047227,0.110440,0.452773,2.272893,0.500000,2.383333
5486.168499,-0.044165,0.107397,0.455835,2.309270,0.500000,2.416667
5486.188868,-0.036051,0.108066,0.463949,2.345267,0.500000,2.453333
5486.208916,-0.032449,0.104964,0.467551,2.381703,0.500000,2.486667
5486.228908,-0.023538,0.107663,0.471999,2.416942,0.500547,2.523386
5486.248911,-0.002848,0.108139,0.488133,2.449576,0.503225,2.556694
5486.268463,0.002169,0.111880,0.490045,2.482705,0.508732,2.593034
5486.288898,0.010701,0.110885,0.498653,2.518974,0.516893,2.628871
5486.308898,0.025253,0.107205,0.516002,2.551221,0.526580,2.660852
5486.328811,0.042335,0.109034,0.536085,2.578286,0.539675,2.695195
5486.349417,0.052622,0.110842,0.552131,2.608840,0.556795,2.731451
5486.369402,0.063121,0.111554,0.570799,2.638183,0.576765,2.766218
5486.388968,0.072521,0.108022,0.591772,2.666607,0.597465,2.796590
5486.408849,0.084207,0.109315,0.615689,2.692714,0.624724,2.830405
5486.429291,0.096236,0.105857,0.643214,2.716644,0.652404,2.859412
5486.449243,0.108434,0.106987,0.671760,2.738807,0.687509,2.890320
5486.469307,0.119313,0.104422,0.701894,2.758765,0.722562,2.915967
5486.489227,0.128099,0.105469,0.730627,2.777259,0.762645,2.940071
5486.509257,0.136131,0.102703,0.763396,2.794902,0.804805,2.960325
5486.529160,0.140471,0.101402,0.794541,2.811977,0.848673,2.976550
5486.549336,0.145025,0.097645,0.829230,2.826159,0.893866,2.988606
5486.569299,0.144865,0.097129,0.860948,2.840910,0.939987,2.996385
5486.589248,0.141651,0.093312,0.894766,2.855031,0.983293,2.999721
5486.609345,0.132324,0.083351,0.929982,2.867676,1.013333,3.000000
5486.629161,0.120035,0.092195,0.964471,2.879965,1.056667,3.000000
5486.649213,0.108883,0.098022,1.001978,2.891117,1.100000,3.000000
5486.669310,0.098141,0.102006,1.034661,2.901859,1.136667,3.000000
5486.689208,0.085006,0.102925,1.070408,2.914994,1.173333,3.000000
5486.709297,0.074323,0.104478,1.105522,2.925677,1.210000,3.000000
5486.729269,0.061544,0.105801,1.140866,2.938456,1.246667,3.000000
5486.749236,0.053765,0.105960,1.177373,2.946235,1.283333,3.000000
5486.769305,0.043820,0.104007,1.215993,2.956180,1.320000,3.000000
5486.789212,0.034190,0.107622,1.252378,2.965810,1.360000,3.000000
5486.809374,0.024768,0.109206,1.290794,2.975232,1.400000,3.000000
5486.829197,0.017521,0.108114,1.328552,2.982479,1.436667,3.000000
5486.849228,0.008689,0.110760,1.365906,2.991311,1.476667,3.000000
5486.869355,0.001617,0.113680,1.402987,2.998383,1.516667,3.000000
5486.889208,-0.005241,0.111390,1.441943,3.005241,1.553333,3.000000
5486.905479,-0.012861,0.111210,1.482123,3.012861,1.593333,3.000000
5486.924640,-0.016576,0.114055,1.519278,3.016576,1.633333,3.000000
